ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
96171;"Loo Grossi pakiautomaat";0;EE;"Harju maakond";"Jõelähtme vald";"Loo alevik";;"Saha tee";;9;;24.947421;59.434441;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
74291;"Loo postkontor";1;EE;"Harju maakond";"Jõelähtme vald";"Loo alevik";;"Saha tee";;11;;24.948194;59.434983;"E 15:00-19:00 T,N 14:00-18:00 K,R 10:00-13:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T12:08:13.560+02:00
9217;"Lubānas O.Kalpaka ielas Vesko pakomāts";0;LV;"Lubānas novads";Lubāna;;;"Oskara Kalpaka iela";;5;;26.721942;56.902109;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T06:00:25.400+02:00
9985;"Ludzas Maxima X pakomāts";0;LV;"Ludzas novads";Ludza;;;"Latgales iela";;61;;27.711395;56.543853;;;;;;;;;"Pa labi no T/C Centrālās ieejas";;2020-11-13T08:43:57.407+02:00
65622;"Luha postkontor";1;EE;"Võru maakond";"Võru linn";;;"Jüri tn";;22a;;26.997745;57.846349;"Kuni 14.01.2021: E,T,K,N,R 10:00-17:00;Alates 15.01.2021: E,T,K,N,R 09:00-12:00;L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-13T08:44:57.573+02:00
48093;"Lustivere postipunkt";1;EE;"Jõgeva maakond";"Põltsamaa vald";"Lustivere küla";;"Kooli tee";;3;;26.092542;58.662041;"E,T,K,N,R 10:00-17:00 L,P SULETUD";;;;;;;;;;2021-01-06T11:05:03.050+02:00
62223;"Luunja postiautomaat";0;EE;"Tartu maakond";"Luunja vald";"Luunja alevik";;"Puiestee tn";;4;;26.882264;58.356181;;;;;;;;;;;2021-01-22T02:00:06.530+02:00
62294;"Luunja postipunkt";1;EE;"Tartu maakond";"Luunja vald";"Luunja alevik";;;;;;26.885681;58.358796;"T,N 10:00-18:00 K,R 10:00-17:00 L 10:00-14:00 E,P SULETUD";"AJUTISELT SULETUD";29.01.2021;;;;;;;;2020-11-16T06:40:40.327+02:00
88444;"Lõpe postiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Lõpe küla";;;Klubi;1;;23.987402;58.571145;;;;;;;;;;;2021-01-11T07:06:10.993+02:00
50500;"Lõunakeskuse postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";;"Ringtee tn";;75;;26.677611;58.357394;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T12:13:19.280+02:00
93394;"Lümanda postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Lümanda küla";;;Keskusehoone;;;22.029863;58.284789;"T,K,R 10:00-17:00 E,N,L,P SULETUD";;;;;;;;;;2020-11-27T06:53:20.110+02:00
9983;"Līvānu Rimi pakomāts";0;LV;"Līvānu novads";Līvāni;;;"Rīgas iela";;89;;26.174534;56.354633;;;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;2020-11-13T08:42:35.553+02:00
96300;"Maardu Maxima X pakiautomaat";0;EE;"Harju maakond";"Maardu linn";;;"Keemikute tn";;37;;25.017147;59.482743;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
96081;"Maardu Maxima XX pakiautomaat";0;EE;"Harju maakond";"Maardu linn";;;"Keemikute tn";;2;;25.020097;59.473617;;;;;;;;;;;2020-12-21T12:10:28.137+02:00
96130;"Maardu Pärli Keskuse pakiautomaat";0;EE;"Harju maakond";"Maardu linn";;;"Nurga tn";;3;;25.017925;59.487123;;;;;;;;;;;2021-01-08T06:50:19.377+02:00
74101;"Maardu postkontor";1;EE;"Harju maakond";"Maardu linn";;;"Keemikute tn";;2;;25.020554;59.473620;"E,T,K,N,R 10:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T12:53:56.393+02:00
9186;"Madlienas ELVI pakomāts";0;LV;"Ogres novads";"Madlienas pagasts";Madliena;;;"Tirdzniecības centrs";;1;25.156732;56.846573;;;;;;;;;"Pa labi no ieejas";;2021-01-14T07:02:33.503+02:00
9944;"Madonas Maxima XX pakomāts";0;LV;"Madonas novads";Madona;;;"Rūpniecības iela";;49;;26.231100;56.860005;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T07:12:25.277+02:00
9195;"Madonas Saules ielas 4 pakomāts";0;LV;"Madonas novads";Madona;;;"Saules iela";;4;;26.220383;56.851163;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T05:59:36.127+02:00
77798;"Maišiagalos MAXIMA paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Maišiagalos mstl.";;"Mokyklos g.";;3;;25.064253;54.870770;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-29T08:39:10.930+02:00
11494;"Majaka pakiväljastuspunkt";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";;"Pallasti tn";;28/2;;24.792306;59.430037;"Kuni 23.01.2021: E,T,K,N,R 12:00-19:00 L 11:00-15:00;P SULETUD";;;;;;;;;;2021-01-22T07:22:25.007+02:00
55532;"Marijampolės IKI Vilkaviškio g. paštomatas";0;LT;"Marijampolės apskr.";"Marijampolės sav.";"Marijampolės m.";;"Vilkaviškio g.";;72;;23.332504;54.563469;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-27T10:56:55.067+02:00
55533;"Marijampolės IKI Vytauto paštomatas";0;LT;"Marijampolės apskr.";"Marijampolės sav.";"Marijampolės m.";;"Vytauto g.";;48A;;23.345657;54.545745;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-27T10:56:17.163+02:00
88899;"Marijampolės MAXIMA Bažnyčios paštomatas";0;LT;"Marijampolės apskr.";"Marijampolės sav.";"Marijampolės m.";;"Bažnyčios g.";;38;;23.346449;54.556047;;;;;;;;;;"Paštomatą rasite lauke prie sienos, iš Laisvės g. pusės";2020-12-27T08:56:18.787+02:00
88856;"Marijampolės PC ARENA paštomatas";0;LT;"Marijampolės apskr.";"Marijampolės sav.";"Marijampolės m.";;"Dariaus ir Girėno g.";;3A;;23.354530;54.560951;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į JYSK pusėje";2020-12-27T08:55:24.430+02:00
90694;"Martna postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Martna küla";;;;;;23.802975;58.856442;"E,K,R 09:30-12:00, 13:00-16:30 T,N,L,P SULETUD";;;;;;;;;;2021-01-21T10:17:56.243+02:00
77711;"Mažeikių IKI Ventos paštomatas";0;LT;"Telšių apskr.";"Mažeikių r. sav.";"Mažeikių m.";;"Ventos g.";;10B;;22.324128;56.308725;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę pusėje, </br> už kampo";2020-12-23T15:08:56.843+02:00
55585;"Mažeikių MAXIMA Laisvės paštomatas";0;LT;"Telšių apskr.";"Mažeikių r. sav.";"Mažeikių m.";;"Laisvės g.";;56;;22.340442;56.317254;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T20:07:22.970+02:00
88857;"Mažeikių PC EIFELIS paštomatas";0;LT;"Telšių apskr.";"Mažeikių r. sav.";"Mažeikių m.";;"Žemaitijos g.";;72;;22.353653;56.299740;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į NORFA pusėje";2020-12-23T12:15:09.970+02:00
55586;"Mažeikių RIMI paštomatas";0;LT;"Telšių apskr.";"Mažeikių r. sav.";"Mažeikių m.";;"Žemaitijos g.";;38;;22.340116;56.302722;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T14:09:42.527+02:00
62594;"Mehikoorma postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Mehikoorma alevik";;"Kesk tn";;20;;27.469604;58.235507;"E,T,K,N,R 10:00-15:00 L,P 10:00-13:00";;;;;;;;;;2021-01-20T13:32:34.097+02:00
62320;"Melliste postipunkt";1;EE;"Tartu maakond";"Kastre vald";"Melliste küla";;"Aabitsa tee";;5;;26.982968;58.331882;"E,T,K,N,R 09:00-15:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-21T13:46:58.043+02:00
65046;"Misso postipunkt";1;EE;"Võru maakond";"Rõuge vald";"Misso alevik";;"Riia mnt";;23;;27.226391;57.600610;"E,T,K,N,R,L,P 09:00-19:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-20T13:39:00.857+02:00
77712;"Molėtų NORFA paštomatas";0;LT;"Utenos apskr.";"Molėtų r. sav.";"Molėtų m.";;"Vilniaus g.";;99;;25.405169;55.224741;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-23T15:11:20.953+02:00
64691;"Mooste postipunkt";1;EE;"Põlva maakond";"Põlva vald";"Mooste alevik";;"Mõisahoovi tee";;4;;27.195187;58.161805;"E,T,N,R 10:00-14:00 K 13:00-17:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-20T13:39:45.770+02:00
96161;"Muhu Liiva Alexela pakiautomaat";0;EE;"Saare maakond";"Muhu vald";"Liiva küla";;;"Liiva tankla";;;23.235961;58.605250;;;;;;;;;;;2020-06-29T07:00:22.913+03:00
96239;"Muraste Coop Konsumi pakiautomaat ";0;EE;"Harju maakond";"Harku vald";"Muraste küla";;"Lee tee";;1;;24.443963;59.454904;;;;;;;;;;;2020-12-21T12:26:54.327+02:00
13401;"Mustamäe postkontor";1;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";;"Sõpruse pst";;209;;24.694601;59.400239;"E,T,K,N,R 10:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-21T15:05:58.353+02:00
12701;"Mustika postkontor";1;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";;"Karjavälja tn";;4;;24.681539;59.410937;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-18T08:57:37.557+02:00
93694;"Mustjala postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Mustjala küla";;"Kooli tn";;3;;22.230322;58.463265;"E,T,K,N 08:00-16:00 R,L,P SULETUD";;;;;;;;;;2020-12-21T11:59:01.963+02:00
69794;"Mustla postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Mustla alevik";;"Posti tn";;52b;;25.866224;58.234933;"E,K,N,R 09:00-17:00 T 09:00-18:00 L 09:00-14:00 P SULETUD";;;;;;;;;;2020-12-18T09:13:13.797+02:00
96163;"Mustvee Coop Konsumi pakiautomaat";0;EE;"Jõgeva maakond";"Mustvee vald";"Mustvee linn";;"Tartu tn";;3;;26.944813;58.847951;;;;;;;;;;;2020-11-11T07:55:12.710+02:00
49694;"Mustvee postipunkt";1;EE;"Jõgeva maakond";"Mustvee vald";"Mustvee linn";;"Tartu tn";;7;;26.941730;58.848209;"E,T,K,R 10:00-17:00 P 10:00-14:00 N,L SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-15T14:42:10.077+02:00
96228;"Muuga Maxima X pakiautomaat";0;EE;"Harju maakond";"Maardu linn";;;"Altmetsa tee";;1;;24.916478;59.474072;;;;;;;;;;;2021-01-18T06:18:44.487+02:00
41394;"Mäetaguse postipunkt";1;EE;"Ida-Viru maakond";"Alutaguse vald";"Mäetaguse alevik";;"Kooli tn";;21;;27.292325;59.221872;"E,T,K,N,R 10:00-15:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-28T12:19:04.320+02:00
96051;"Märjamaa Maxima X pakiautomaat";0;EE;"Rapla maakond";"Märjamaa vald";"Märjamaa alev";;"Kasti tee";;1;;24.433376;58.909754;;;;;;;;;;;2020-12-14T08:31:18.007+02:00
78391;"Märjamaa postkontor";1;EE;"Rapla maakond";"Märjamaa vald";"Märjamaa alev";;"Veski tn";;6;;24.427775;58.903772;"E,K,N,R 10:00-17:00 T 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T12:59:05.103+02:00
69394;"Mõisaküla postipunkt";1;EE;"Viljandi maakond";"Mulgi vald";"Mõisaküla linn";;"J. Sihveri tn";;4;;25.186386;58.092428;"T,K,N,R 10:00-15:00 L 10:00-14:00 E,P SULETUD";;;;;;;;;;2020-12-18T09:11:43.383+02:00
66094;"Mõniste postipunkt";1;EE;"Võru maakond";"Rõuge vald";"Mõniste küla";;;;;;26.608240;57.613922;"E,T,K,N,R 13:00-15:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-21T08:22:14.903+02:00
9145;"Mālpils Pirts ielas TOP pakomāts";0;LV;"Mālpils novads";;Mālpils;;"Pirts iela";;5;;24.959374;57.011393;;;;;;;;;"Pa labi no ieejas";;2020-11-12T13:57:29.177+02:00
9967;"Mārupes RIMI pakomāts";0;LV;"Mārupes novads";;Mārupe;;"Daugavas iela";;29;;24.055647;56.905257;;;;;;;;;"pa kreisi no T/C Centrālās ieejas";;2020-11-13T08:07:25.583+02:00
96028;"Narva Astri Keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"Tallinna mnt";;41;;28.175910;59.381128;;;;;;;;;;;2020-12-28T06:42:14.683+02:00
96072;"Narva Fama keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"Fama tn";;10;;28.185732;59.378607;;;;;;;;;;;2020-12-28T06:41:32.557+02:00
96218;"Narva Kerese keskuse pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"P. Kerese tn";;3;;28.192250;59.375589;;;;;;;;;;;2020-12-21T12:16:35.367+02:00
96091;"Narva Kreenholmi Maxima XX pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"Kreenholmi tn";;52;;28.187015;59.364556;;;;;;;;;;;2020-12-09T07:28:42.077+02:00
96217;"Narva Megamarketi pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"Rakvere tn";;71;;28.184184;59.385803;;;;;;;;;;;2019-07-23T11:14:10.740+03:00
96125;"Narva Prisma pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"Kangelaste prospekt";;29;;28.179041;59.386675;;;;;;;;;;;2020-12-21T12:04:05.757+02:00
21001;"Narva Tempo postkontor";1;EE;"Ida-Viru maakond";"Narva linn";;;"Tallinna mnt";;52;;28.165026;59.382033;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T13:02:18.630+02:00
96182;"Narva Tiimani Maxima XX pakiautomaat";0;EE;"Ida-Viru maakond";"Narva linn";;;"A-A. Tiimanni tn";;20;;28.165240;59.380655;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
29094;"Narva-Jõesuu postipunkt";1;EE;"Ida-Viru maakond";"Narva-Jõesuu linn";"Narva-Jõesuu linn";;"Kesk tn";;3;;28.041597;59.459856;"Alates 01.02.2021: E,T,K,N,R 12:00-19:00;L,P SULETUD;Ligipääs ratastooliga";"01.02.2021: SULETUD";01.02.2021;;;;;;;;2021-01-28T02:00:03.997+02:00
29001;"Narva-Jõesuu postkontor";1;EE;"Ida-Viru maakond";"Narva-Jõesuu linn";"Narva-Jõesuu linn";;"Koidu tn";;25;;28.041185;59.460552;"E,T,K,N,R 11:00-13:00 L,P SULETUD";"AJUTISELT SULETUD";01.02.2021;;;;;;;;2021-01-22T13:21:03.580+02:00
96326;"Narva-Jõesuu raamatukogu pakiautomaat";0;EE;"Ida-Viru maakond";"Narva-Jõesuu linn";"Narva-Jõesuu linn";;"Kesk tn";;3;;28.041597;59.459858;;;;;;;;;;;2019-07-23T11:30:30.213+03:00
88808;"Naujosios Akmenės NORFA paštomatas";0;LT;"Šiaulių apskr.";"Akmenės r. sav.";"Naujosios Akmenės m.";;"Respublikos g.";;30;;22.873482;56.319827;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, kairėje įėjimo į parduotuvę, už kampo ";2020-12-23T14:59:53.897+02:00
77799;"Nemenčinės AIBĖ Švenčionių g. paštomatas";0;LT;"Vilniaus apskr.";"Vilniaus r. sav.";"Nemenčinės m.";;"Švenčionių g.";;72;;25.470759;54.850996;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T20:08:18.327+02:00
9214;"Neretas TOP pakomāts";0;LV;"Neretas novads";"Neretas pagasts";Nereta;;"Raiņa iela";;6;;25.307617;56.204237;;;;;;;;;"Pa kreisi no ieejas";;2020-11-13T06:21:54.733+02:00
55561;"Nidos AUTOBUSŲ STOTIS paštomatas";0;LT;"Klaipėdos apskr.";"Neringos sav.";"Neringos m.";;"Naglių g.";;18E;;21.007158;55.304031;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į pastatą pusėje";2020-12-27T20:03:52.457+02:00
13591;"Nurmenuku postkontor";1;EE;"Harju maakond";Tallinn;"Haabersti linnaosa";;"Õismäe tee";;1b;;24.654743;59.413873;"E,T,K,N,R 10:00-19:00 L 10:00-15:00 P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-07T07:31:02.797+02:00
11601;"Nõmme postkontor";1;EE;"Harju maakond";Tallinn;"Nõmme linnaosa";;"Jaama tn";;1;;24.684545;59.387709;"E,T,K,N,R 10:00-19:00 L,P SULETUD";;;;;;;;;;2021-01-21T14:00:01.533+02:00
61625;"Nõo postipunkt";1;EE;"Tartu maakond";"Nõo vald";"Nõo alevik";;"Voika tn";;23;;26.521201;58.272552;"E,T,K,R 09:00-11:00 N 15:00-17:00 L,P SULETUD";;;;;;;;;;2021-01-20T09:07:58.010+02:00
96152;"Nõo vallamaja pakiautomaat";0;EE;"Tartu maakond";"Nõo vald";"Nõo alevik";;"Voika tn";;23;;26.521202;58.272562;;;;;;;;;;;2020-12-14T07:54:23.307+02:00
91194;"Nõva postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Nõva küla";;;;;;23.678420;59.221736;"E,T,K 09:00-15:00 N 11:00-18:00 R,L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-22T09:43:23.443+02:00
65394;"Obinitsa postipunkt";1;EE;"Võru maakond";"Setomaa vald";"Obinitsa küla";;"Muuseumi tn";;;;27.446219;57.811928;"E,K,R 09:00-15:30 T,N 09:00-17:30 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2021-01-29T11:08:08.517+02:00
9133;"Ogres Rīgas ielas RIMI pakomāts";0;LV;"Ogres novads";Ogre;;;"Rīgas iela";;33;;24.576959;56.817546;;;;;;;;;"Pa kreisi no T/C ieejas";;2020-11-12T13:38:11.087+02:00
9953;"Ogres T/C Dauga pakomāts";0;LV;"Ogres novads";Ogre;;;"Rīgas iela";;23;;24.585355;56.816508;;;;;;;;;"Iebraucot T/C Dauga auto stāvvietā, pa labi no ieejas uz stūra";;2020-11-13T07:31:26.077+02:00
9925;"Ogres T/C Ogres prestižs pakomāts";0;LV;"Ogres novads";Ogre;;;"Mednieku iela";;21/23;;24.602722;56.825130;;;;;;;;;"Blakus T/C centrālajai ieejai";;2020-11-13T06:41:44.143+02:00
72391;"Oisu postipunkt";1;EE;"Järva maakond";"Türi vald";"Oisu alevik";;"Retla tee";;1;;25.565153;58.757114;"E,T,K,N,R 10:00-17:00 L,P SULETUD";;;;;;;;;;2021-01-06T11:05:33.133+02:00
9949;"Olaines Maxima X pakomāts";0;LV;"Olaines novads";Olaine;;;"Veselības iela";;1;;23.936511;56.784570;;;;;;;;;"T/C labajā pusē";;2020-11-13T07:24:29.383+02:00
70494;"Olustvere postipunkt";1;EE;"Viljandi maakond";"Põhja-Sakala vald";"Olustvere alevik";;"Päikese tn";;5;;25.557936;58.555909;"E,T,K,N,R,L,P 09:00-20:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-18T10:37:19.533+02:00
96106;"Orissaare Coop Konsumi pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Orissaare alevik";;"Kuivastu mnt";;28;;23.082607;58.558767;;;;;;;;;;;2020-11-11T07:56:32.190+02:00
94691;"Orissaare postkontor";1;EE;"Saare maakond";"Saaremaa vald";"Orissaare alevik";;"Sadama tn";;3;;23.083900;58.559627;"E,K,N 09:00-14:00 T,R,L,P SULETUD";;;;;;;;;;2020-12-04T13:10:46.030+02:00
66643;"Osula postipunkt";1;EE;"Võru maakond";"Võru vald";"Osula küla";;;;;;26.822875;57.885244;"E,T,K,N,R,L,P 10:00-20:00;Ligipääs ratastooliga";;;;;;;;;;2021-01-21T10:21:01.953+02:00
96137;"Otepää Maxima X pakiautomaat";0;EE;"Valga maakond";"Otepää vald";"Otepää linn";;"Valga mnt";;1b;;26.497438;58.058788;;;;;;;;;;;2020-11-11T07:57:03.900+02:00
67401;"Otepää postkontor";1;EE;"Valga maakond";"Otepää vald";"Otepää linn";;"Tartu mnt";;1;;26.497395;58.059266;"E,K 11:00-18:00 T,N,R 10:00-17:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T13:13:55.810+02:00
9994;"Ozolnieku TOP pakomāts";0;LV;"Ozolnieku novads";"Ozolnieku pagasts";Ozolnieki;;"Skolas iela";;1B;;23.787478;56.691704;;;;;;;;;"Pa labi no ieejas";;2020-11-13T10:40:24.013+02:00
77713;"Pabradės NORFA paštomatas";0;LT;"Vilniaus apskr.";"Švenčionių r. sav.";"Pabradės m.";;"Molėtų g.";;4A;;25.755954;54.979617;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T09:19:29.383+02:00
76091;"Padise postkontor";1;EE;"Harju maakond";"Lääne-Harju vald";"Padise küla";"Padise keskus";;;;;24.143746;59.225831;"E,N,R 08:00-10:00 T 16:00-18:00 K 08:00-11:00 L,P SULETUD";;;;;;;;;;2020-12-04T13:33:41.527+02:00
55562;"Pagėgių NORFA paštomatas";0;LT;"Tauragės apskr.";"Pagėgių sav.";"Pagėgių m.";;"Vilniaus g.";;18A;;21.907641;55.135591;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";2020-12-27T19:36:49.227+02:00
96207;"Paide Hesburgeri pakiautomaat";0;EE;"Järva maakond";"Paide linn";"Paide linn";;"Raudtee tn";;29;;25.542020;58.886600;;;;;;;;;;;2019-07-23T11:43:57.863+03:00
96037;"Paide Selveri pakiautomaat";0;EE;"Järva maakond";"Paide linn";"Paide linn";;"Aiavilja tn";;4;;25.563040;58.885497;;;;;;;;;;;2020-12-16T13:33:09.080+02:00
72701;"Paide postkontor";1;EE;"Järva maakond";"Paide linn";"Paide linn";;"Telliskivi tn";;5;;25.556579;58.885621;"E,T,K,N,R 10:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-04T13:35:52.103+02:00
96158;"Paikuse Coop Konsumi pakiautomaat";0;EE;"Pärnu maakond";"Pärnu linn";"Paikuse alev";;"Pärnade pst";;1;;24.617826;58.373672;;;;;;;;;;;2020-12-31T10:57:14.140+02:00
69694;"Paistu postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Paistu küla";;"Raamatukogu tee";;2;;25.629211;58.271411;"E 12:00-19:00 T,K,N 09:30-13:00, 14:30-18:00 R 09:00-16:00 L,P SULETUD";;;;;;;;;;2020-12-21T11:56:04.717+02:00
77714;"Pakruojo NORFA paštomatas";0;LT;"Šiaulių apskr.";"Pakruojo r. sav.";"Pakruojo m.";;"Statybininkų g.";;2A;;23.856688;55.980039;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-23T15:04:20.480+02:00
49494;"Pala postipunkt";1;EE;"Tartu maakond";"Peipsiääre vald";"Pala küla";;;;;;27.020065;58.672268;"E,T,K,N,R,L,P 10:00-17:00";;;;;;;;;;2021-01-21T10:23:11.933+02:00
49294;"Palamuse postipunkt";1;EE;"Jõgeva maakond";"Jõgeva vald";"Palamuse alevik";;"Uus tn";;14;;26.585891;58.685572;"E,T,K,N,R 10:00-18:00 L,P 10:00-17:00;Ligipääs ratastooliga";;;;;;;;;;2020-11-04T12:16:37.690+02:00
55563;"Palangos MAXIMA Klaipėdos pl. paštomatas";0;LT;"Klaipėdos apskr.";"Palangos m. sav.";"Palangos m.";;"Klaipėdos pl.";;42;;21.077526;55.912817;;;;;;;;;;"Paštomatą rasite lauke prie šoninės sienos, dešinėje įėjimo į parduotuvę </br>  pusėje, už kampo";2021-01-15T11:57:00.873+02:00
88870;"Palangos RIMI paštomatas";0;LT;"Klaipėdos apskr.";"Palangos m. sav.";"Palangos m.";;"Malūno g.";;10;;21.075963;55.921020;;;;;;;;;;"Paštomatą rasite lauke, kairėje įėjimo į parduotuvę pusėje, iš Klaipėdos pl.";2021-01-15T11:57:51.123+02:00
96203;"Paldiski Coop Konsumi pakiautomaat";0;EE;"Harju maakond";"Lääne-Harju vald";"Paldiski linn";;"Rae tn";;38;;24.055970;59.352623;;;;;;;;;;;2020-11-11T07:59:44.780+02:00
96097;"Paldiski Maxima X pakiautomaat";0;EE;"Harju maakond";"Lääne-Harju vald";"Paldiski linn";;"Rae tn";;14;;24.061821;59.347844;;;;;;;;;;;2020-10-15T09:02:56.910+03:00
76891;"Paldiski postkontor";1;EE;"Harju maakond";"Lääne-Harju vald";"Paldiski linn";;"Rae tn";;14b;;24.062748;59.347600;"E,T,K,N,R 14:00-18:00 L,P SULETUD;Ligipääs ratastooliga";;;"29.01.2021: 10:00-18:00";29.01.2021;;;;;;2021-01-25T12:02:16.117+02:00
19098;"Pallasti postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";;"Pallasti tn";;28;;24.792423;59.430153;"E,T,K,N,R 10:00-19:00 L,P SULETUD;Ligipääs ratastooliga";;;;;;;;;;2020-12-21T10:38:18.730+02:00
88849;"Panevėžio MAXIMA LĖVUO paštomatas";0;LT;"Panevėžio apskr.";"Panevėžio m. sav.";"Panevėžio m.";;"Klaipėdos g.";;103;;24.324492;55.729027;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-27T08:53:04.913+02:00
55575;"Panevėžio MAXIMA Ramygalos 44 paštomatas";0;LT;"Panevėžio apskr.";"Panevėžio m. sav.";"Panevėžio m.";;"Ramygalos g.";;44;;24.361649;55.723247;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-29T08:44:37.547+02:00
55576;"Panevėžio MAXIMA Respublikos paštomatas";0;LT;"Panevėžio apskr.";"Panevėžio m. sav.";"Panevėžio m.";;"Respublikos g.";;71;;24.356314;55.736744;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";2020-12-29T08:49:53.177+02:00
